filename,text,char_count,word_count,line_count,has_text
image_033.jpg,"50419P

Самый дешёвый

Багаж 25 кг — 1 шт

©) 08:50 06:30 — 20чв пути / 1 пересадка

2 19:25 15:25 22ч в пути / 1 пересадка
МЕЕ ОМЕ 114 Манама ночью",148,32,10,True
image_034.jpg,"7790P

Оптимальный
Багаж 20 кг — 1 шт
Чартер {>

< 17:25 23:45 —10ч в пути / Прямой",83,18,7,True
image_035.jpg,"Старт продаж

Пхукет: 400 м от пляжа

= | |

НГ ыы. сч",54,13,7,True
image_036.jpg,"Яндекс.Плюс + 3106 6;

kk
Red Planet Hotel

Патонг Бич

в A £ Е >

линия песок 500 м 7км 56 км везде

Моментальное подтверждение

oT 155 314 Р",142,29,14,True
image_037.jpg,"47744P

Оптимальный
Багаж 20 кг — 1 шт
Чартер 4.

< 02:05 15:55 — 10ч в пути / Прямой

77) 12:45 19:00 —10ч в пути / Прямой",123,27,9,True
image_038.jpg,"Вы искали этот билет

4629P о в
Багаж 23кг—1 шт Ручная кладь 10 кг — 1 шт
® 03:00 > 6u30mer < 12:30

CXR vvo",108,25,7,True
image_039.jpg,"Москва - Вьетнам а
Перелёт + отель, 8 - 21 окт, 10 - 17 ночей, 2 взросл...

SS 1+ Поцене v Цена м Питание м C

2* Ell Lounge Spa & Hotel ©

Нячанг
Е) $ линия . 400 м-песчаный <>? 56 кмота/п

= везде

oT 145 860 P за11 ночей Го",226,52,13,True
image_040.jpg,"Санкт-Петербург - остров Пхукет а
Перелёт + отель, 7 - 15 окт, 9 - 17 ночей, 2 взрослых

ae TL Поцене v LleHa v Питание м C

3 Chana Hotel
остров Пхукет, пляж Патонг

Е $ линия : 900 м-песчаный <>? 42 кмота/п

=
>

в лобби

от 127 854 P за 11 ночей ©",250,55,16,True
image_041.jpg,"36565Р

Багаж 23кг—1 шт Ручная кладь 10кг — 1 шт

9
“ 13:30
BKK ti

&",69,16,9,True
image_042.jpg,"4781P

Самый дешёвый
Багаж 23 кг — 1 шт

Ручная кладь 10 кг — 1 шт

My 15:00 04:50 7чвпути / Прямой",99,22,8,True
image_043.jpg,"**
Shanghai;Meego Yes Hotel

Шанхай

Е г

1.9 км везде

Моментальное подтверждение

oT 108 558 P",96,16,12,True
image_044.jpg,"11734Р

Самый дешёвый

Багаж 23Зкг — 1 шт

. 10:35 16:35 —10ч в пути / Прямой
WS НКТ 5",86,19,8,True
image_045.jpg,"38244P

Самый дешёвый
52 834° с багажом 23Зкг — 1 шт

21:10 02:30 —6.5ч в пути / Прямой

@Я 11:25 19:00 —6.5ч в пути / Прямой

БАК",130,27,10,True
image_046.jpg,"22819P

Самый дешёвый
Багаж — 1 шт
Чартер {№

09:40 14:35 —8чв пути / Прямой

WAV a) rYD",88,18,9,True
image_047.jpg,"Яндекс.Плюс + 2551 @# _

rott Central Hotel

Нячанг

линия песок 100 м 10.2 км 30 км лобби

oT 127 536 Р",104,22,9,True
image_048.jpg,"9127Р

Самый дешёвый
Багаж — 1 шт
Ручная кладь 5 кг — 1 шт
Чартер 4
77) 11:50 —18:10 94BnyTU/ Прямой
и |= |",107,24,8,True
image_049.jpg,"48215P

Багаж 25kr — 1 шт

© 08:50 09:55 — 21ч в пути / 1 пересадка

© 19:15 07:55 174 в пути / 1 пересадка",107,25,7,True
image_050.jpg,"лэгоФлоти

‘eenpecebunsrpst

=

Copaucrinyenyns Creunpaanoneni Acpedinor Boye Vivpopwaun Ana Gisnaca

© fevnocap Ean 02102028

облет as мото nnisepecitepecepoy He 12 WEceune— tos грвананально sacs, лысым гериодм 30 дней

Москва — Денпасар Бали ser nanscnt

Sox

29 сент Зосент

И soy бам 210561 Р
У,",299,44,20,True
image_051.jpg,"Москва - Вьетнам Q |
Перелёт + отель, 9 - 10 окт, 6 - 7 ночей, 2 взрослых

as TL По цене м Цена м Питание v С

37 Golden Lotus Hotel

Нячанг
Е 2 линия - 105 м : песчаный = везде

Развитая инфраструктура

от 125 429 Р за 6 ночей ©",229,53,13,True
image_052.jpg,"Санкт-Петербург - Паттайя а

Перелёт + отель, 7 ноя, 11 - 16 ночей, 2 взрослых

2% tL Поцене v LleHa v Питание м C

3° D@Sea Hotel

Паттайя, Джомтьен
Е 2 линия - 140 м-песчаный <>? 94 кмота/п
= везде

oT 169 083 P за12 ночей ©",226,47,13,True
image_053.jpg,"Цены на месяц Только прямые рейсы

Москва — Бангкок

30 сент. 1 окт. 2 окт. 3 окт. 4 окт. 5 окт. 6 окт.
Раньше вторник среда четверг пятница. суббота воскресенье понедельник Позже
208616 Р 106912 10691 Р 465712 38381 Р 38381 Р
ВЫЛЕТ ПРИЛЕТ ~ ПЕРЕВОЗЧИК ~ РЕЙС В ПУТИ ЛУЧШАЯ ЦЕНА

SU 0272 |

22:25 3\0 C — BKK 11 “45 +1 ‘лэрочьлот > Boeing 777- 94. 20 мин. =
300ER от 10691 Р

ВЫБРАТЬ РЕЙС",388,77,15,True
image_054.jpg,"24970Р

Оптимальный
Багаж 10 кг — 1 шт
Чартер {№

09:05 19:25 —8чв пути / Прямой

SVX HKT",89,18,9,True
image_055.jpg,"18562Р

Самый дешёвый
Багаж — 1 шт
Чартер |}

< 11:30 17:45 — 10ч в пути / Прямой

ХР [
LAR UIVIE",97,22,10,True
image_056.jpg,"44537Р

Самый дешёвый
52439 с багажом 23Зкг — 1 шт

11:30 09:45 — 20ч в пути / 1 пересадка

м“
VKO MLE 114 Баку ночью
м 11:10 23:45 —15чв пути / 1 пересадка

MLE DME 4.54 Баку",175,37,12,True
image_057.jpg,"28560Р

41690 Р с багажом 23kr — 1 шт

@Я 21:15 04:45 — 27ч в пути / 1 пересадка

@Я 06:05 12:35 — 12ч в пути / 1 пересадка",123,29,7,True
image_058.jpg,"Квартира
на Пхукете",19,3,2,True
image_059.jpg,"\ \ ь <
rd О А СО <

3* Saphia Hotel Мпа Trang &
Нячанг
& 1 линия : 110 м : песчаный >> 35 км ота/п

“> везде

Развитая инфраструктура

т",137,33,12,True
image_060.jpg,"Москва — Нячанг

Цены на месяц

Только прямые рейсы

29 сент. 30 сент. 1 окт. 2 окт 3 окт. 4 окт. 5 окт.
Раньше понедельник вторник среда четверг пятница суббота воскресенье Позже
207661 Р 207661 Р 10611 Р 49276 Р 55776 R 49276 PB
ВЫЛЕТ ПРИЛЕТ ПЕРЕВОЗЧИК РЕЙС В ПУТИ ЛУЧШАЯ ЦЕНА
: : Su 0294 <a
19:20 зуо с-схк209:30+1 зоо 10ч. 10 мин. | ВЫБРАТЬ РЕЙС

Airbus АЗ50-900

от 10611 Р",378,72,16,True
image_061.jpg,"15837Р

Оптимальный

Багаж 23Зкг — 1 шт

B&B 12:15 19:15 114 в пути / Прямой

НКТ LED",85,17,9,True
image_062.jpg,"9316Р

Оптимальный

Багаж 23Зкг — 1 шт

12:55 20:20 —6.5ч в пути / Прямой
SS вкк кт",83,17,8,True
image_063.jpg,"Москва - остров Бали а |
Перелёт + отель, 6 - 7 OKT, 7 - 9 ночей, 2 взрослых

25 TL Поцене v LleHa v Питание м ¢

3* Legian Village Hotel 7.9)

Легиан, пляж Легиан

= $ линия - 340 м-песчаный <> 5 кмота/п
= везде Ме ела)

Развитая инфраструктура

oT 185 592 Р за 8 ночей ©",272,59,15,True
image_064.jpg,"53763Р

56437? с багажом 20 кг — 1 шт

ч 14:20 08:10 —14чв пути / 1 пересадка

ь. 10: 10 23: a0 174 в пути / 1 пересадка",120,28,7,True
image_065.jpg,"10 715?
Оптимальный

01:35 10:50 бчв пути / Прямой

SHJ НКТ",59,11,6,True
image_066.jpg,"Новосибирск - Гоа Q
Перелёт + отель, 1 - 14 окт, 7 - 16 ночей, 2 взрослых

2S TL Поцене v LleHa v Питание м C

Северный Гоа, Арамболь

25 2 линия - 230 м-песчаный  31KMoTa/n

= везде

от 104 229 Р за 7 ночей ©",209,46,12,True
image_067.jpg,"43722P

Самый дешёвый

Багаж 23Зкг — 1 шт

rs 19:00 09:45 104Bnytu/Npamon

a 11:35 17:05 114Bnytu/ Прямой",105,17,9,True
image_068.jpg,"Москва - Вьетнам а
Перелёт + отель, 29 сен - 8 окт, 10 - 17 ночей, 2 вз...

2 TL Поцене v Цена м Питание м C

3° Paris Nha Trang Hotel [8.5 ]

нячанг
Е 2 линия -120 м-песчаный <> 35 кмота/п
= везде

Развитая инфраструктура

_  оибирамоный ©",240,50,14,True
image_069.jpg,"17237P

Оптимальный
Багаж 10 кг — 1 шт
Чартер {№

(38. 12:30 17:25 — 8чв пути / Прямой
КНУ НКТ",94,20,8,True
image_070.jpg,"Москва - Бангкок

< a:

9 30 сентября 2,

— Без пересадок С багажом
= От11 2912 От30664Р

11291P ®8

Аэрофлот

19:20 - 08:20 9ч
SVO > BKK Прямой",144,29,15,True
image_071.jpg,"_Оптимальный
29 312 Р

Единственный прямой

< 22:25— 11:45 9ч в пути/ Прямой
SVO BKK",84,15,7,True
image_072.jpg,"16 611Р

Багаж 23кг—1 шт Ручная кладь 10 кг — 1 шт

® 11:30",59,14,5,True
image_073.jpg,"17237P

Самый дешёвый
Багаж 10 кг — 1 шт
Чартер {№

[3 12:30 17:25 8ч в пути / Прямой
КНУ НКТ",93,21,8,True
image_074.jpg,"43454Р

Багаж 23Kr — 1 шт

@ 23:15 01:15 214 в пути / 1 пересадка

ee a 194 B aa 1 пересадка",92,22,7,True
image_075.jpg,"28 850Р

35914Р с багажом 23кг — 1 шт

00:55 03:25 — 24ч в пути / 1 пересадка

1Еч Ff
©‘

оч Баку

Ch

VKO ГЕ
VAU | oll

04:25 22:35 214 в пути / 1 пересадка

Oh",161,38,19,True
image_076.jpg,"Москва — Бангкок А»
29 сентября, понедельник + Эчв пути
Аэрофлот SU 272

Airbus A350-900
Более 6 мест в ряду

30 сен
22:45 Qu 11:45
Москва Бангкок
Шереметьево Суварнабхуми
SVO BKK

Возможна оплата багажа

(Ш) бесплатная ручная кладь до 10 кг",241,41,16,True
image_077.jpg,"11713Р

Багаж 23кг —1 шт Ручная кладь 10кг — 1 шт

® 16:00 > : и w

KJA

22:55",78,19,9,True
image_078.jpg,"65547Р

Самый дешёвый
Багаж — 1 шт
Чартер |}

® 08:00 13:55 — 8чв пути / Прямой

® 01:25 11:00 7.54 в пути / Прямой",115,25,9,True
image_079.jpg,"44913P

52899 с багажом 23 Kr — 1 шт

& 11:30 09:45 204Bnytu/ 1 пересадка
ночью

@ 11:10 23:45 —15чв пути / 1 пересадка",119,24,8,True
image_080.jpg,"13971Р Ye
Багаж 23кг —1 шт Ручная кладь 10кг — 1 шт
® 23:55 > ария re 04:25

KHV BKK",84,20,5,True
image_081.jpg,"58 755Р

Самый дешёвый

63110 Р с багажом 20 кг — 1 шт

. 14:20 18:35 244 в пути / 1 пересадка
ОМЕ НКТ 12ч Шарджа ночью

. 18:15 13:30 — 23ч в пути / 1 пересадка
НКТ ОМЕ 114 Шарджа ночью",186,42,11,True
image_082.jpg,"Владивосток - Вьетнам Q
Перелёт + отель, 27 сен - 8 OKT, 9 - 16 ночей, 2 взр...

3 TL По цене v Цена v Питание v (

3” Edele Hotel ©

Нячанг

3)

Е 3 линия - 470 mM: песчаный везде

Развитая инфраструктура",205,44,14,True
image_083.jpg,"48 803 P

Самый дешёвый

@ 22:25 11:45 9чв пути / Прямой

<) 13:20 19:00 —10ч в пути / Прямой",93,20,7,True
image_084.jpg,"Azur Air

04:30 74 20m 11:50",28,6,3,True
image_085.jpg,"46922Р

747712 с багажом 23 кг — 1 шт

@ 00:45 09:45 314 в пути / 1 пересадка
ночью

@ 11:10 22:35 134 в пути 1 пересадка",121,27,8,True
image_086.jpg,"Москва - Вьетнам © |
Перелёт + отель, 1 окт, 7 - 14 ночей, 2 взрослых

25 1+ По цене v Цена v Питание м C

37 Golden Lotus Hotel

Нячанг
Е 2 линия -105 м-песчаный > везде

Развитая инфраструктура

от 128 122 Р за 8 ночей ©",222,48,13,True
image_087.jpg,"9358P
Багаж 23кг —1 шт Ручная кладь — 1 шт
% 12:55 > 625m в пути, прямой а. 20:20

BKK кт",89,21,5,True
image_088.jpg,"52 229 P

Остался 1 билет по этой цене

Оптимальный

Чартер |}

02:15 16:05

10ч в пути / Прямой
)М CXR

11 30 175

10ч в пути / Прямой",135,29,16,True
image_089.jpg,"2913P 9 &

4121Р с багажом 15кг —1 шт Ручная кладь 7кг — 1 шт

© 18:40 >",72,18,5,True
image_090.jpg,"Самый дешёвый

38 831Р 9 в

Багаж 23кг—1 шт Ручная кладь 10 кг — 1 шт

® 22:25 > 9420m впути, прямой “ 11:45 Я
в svo BKK . we

® 13:20 > ye nytayn < 19:00 #

BKK svo",165,40,12,True
image_091.jpg,"43602Р

Всего два прямых

Багаж 2Зкг — 1 шт

& 22:25 11:45 94 в пути / Прямой

Г 13:20 19:00 —10ч в пути / Прямой",113,25,9,True
image_092.jpg,"Вы искали этот билет

8358P Qe
Багаж 23кг —1шт Ручная кладь 10кг — 1 шт
® 06:50 > в ям re 11:55

ен, чт KHV HKT",111,26,7,True
image_093.jpg,"42350P

Самый дешёвый

Багаж 23Зкг — 1 шт

rs 19:00 09:45 —10ч в пути / Прямой

a 11:35 17:05 114Bnytu/ Прямой",110,21,9,True
image_094.jpg,"9297Р

Багаж 23кг —1 шт Ручная кладь 10кг — 1 шт

3
&

® 18:40 > 10 200 ain pos < 09:00

svo SGN",96,24,10,True
image_095.jpg,"Pryor цена | особъе условия

J 18:40

Аэрофлот Шереметьево
5\

10ч20м

прямой

09:00 25 <=
Хошимин
SGN

tM) Ручная кладь 1x10 кг A>
|"" Багаж 1х23 кг

выбрать тариф",163,29,19,True
image_096.jpg,"c= ur
21:25.

Домодедово
ОМЕ

Red Wings
11:30
Камрань
OR

прямой

прямой

15 ee (i) Pysnanknage Ser A
Камрань в
we @ Bara 120 кг

выбрать тариф

Домодедово
DME",159,29,23,True
image_097.jpg,"Москва - Гоа а |
Перелёт + отель, 1 - 14 окт, 6 - 16 ночей, 2 взрослых

=o TL MoueHe м LleHa v Питание м С

Sunshine Guest House [8.5 ]

Северный Гоа, АДрамболь

Е 2 линия: 230 м-песчаный <> 31кмота/п

= везде ASPO@AOT— ()

от 97 362 Р за 8 ночей ©",248,54,14,True
image_098.jpg,"58 774Р

60576? с багажом 25 кг — 1 шт

® 00:10 22:00 —17ч в пути / 1 пересадка

[2 05:30 19:30 —19ч в пути / 1 пересадка",121,28,7,True
image_099.jpg,"49488P

Самый дешёвый
Багаж 10 кг — 1 шт
Чартер |!

S 09:40 14:35 —8чв пути / Прямой

® 22:10 08:30 —7.5ч в пути / Прямой",121,26,9,True
